시설명,장비명,설치위치,측정상태,방식전위,방식전류,AC유입,배터리,온도,습도,통신상태,최근 갱신일시
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,046.8mV",2mA,319.5mV,"3,573.4mV",11.5℃,5.5%,정상,2026-03-26 18:40:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,047.5mV",2mA,319.3mV,"3,573.3mV",11.6℃,5.5%,정상,2026-03-26 18:50:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,047.9mV",2mA,319.1mV,"3,573.3mV",11.8℃,5.5%,정상,2026-03-26 19:00:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,048.9mV",2mA,320.0mV,"3,573.2mV",12.0℃,5.5%,정상,2026-03-26 19:10:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,049.7mV",2mA,321.0mV,"3,573.2mV",12.2℃,5.5%,정상,2026-03-26 19:20:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,049.5mV",2mA,320.4mV,"3,573.2mV",12.4℃,5.6%,정상,2026-03-26 19:30:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,050.3mV",2mA,320.1mV,"3,573.1mV",12.6℃,5.4%,정상,2026-03-26 19:40:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,050.4mV",2mA,320.1mV,"3,573.1mV",12.9℃,5.5%,정상,2026-03-26 19:50:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,050.4mV",2mA,320.9mV,"3,573.0mV",13.0℃,5.5%,정상,2026-03-26 20:00:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,049.9mV",2mA,320.0mV,"3,572.9mV",13.4℃,5.5%,정상,2026-03-26 20:10:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,049.8mV",2mA,319.8mV,"3,572.9mV",13.6℃,5.5%,정상,2026-03-26 20:20:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,049.2mV",2mA,320.2mV,"3,572.8mV",13.8℃,5.6%,정상,2026-03-26 20:30:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,049.2mV",2mA,319.6mV,"3,572.8mV",14.0℃,5.5%,정상,2026-03-26 20:40:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,049.1mV",2mA,320.6mV,"3,572.8mV",14.2℃,5.5%,정상,2026-03-26 20:50:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,047.9mV",2mA,320.5mV,"3,572.7mV",14.4℃,5.4%,정상,2026-03-26 21:00:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,047.4mV",2mA,320.1mV,"3,572.7mV",14.7℃,5.5%,정상,2026-03-26 21:10:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,046.6mV",2mA,320.3mV,"3,572.6mV",14.8℃,5.5%,정상,2026-03-26 21:20:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,046.2mV",2mA,320.9mV,"3,572.6mV",15.0℃,5.5%,정상,2026-03-26 21:30:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,045.4mV",2mA,319.2mV,"3,572.5mV",15.2℃,5.5%,정상,2026-03-26 21:40:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,044.7mV",2mA,320.7mV,"3,572.4mV",15.4℃,5.5%,정상,2026-03-26 21:50:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,043.0mV",2mA,320.0mV,"3,572.4mV",15.7℃,5.5%,정상,2026-03-26 22:00:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,042.3mV",2mA,320.4mV,"3,572.3mV",15.8℃,5.4%,정상,2026-03-26 22:10:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,040.6mV",2mA,319.4mV,"3,572.3mV",15.9℃,5.5%,정상,2026-03-26 22:20:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,039.4mV",2mA,319.3mV,"3,572.2mV",16.1℃,5.5%,정상,2026-03-26 22:30:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,037.9mV",2mA,320.0mV,"3,572.2mV",16.4℃,5.4%,정상,2026-03-26 22:40:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,036.8mV",2mA,319.8mV,"3,572.2mV",16.5℃,5.6%,정상,2026-03-26 22:50:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,035.5mV",2mA,319.8mV,"3,572.1mV",16.6℃,5.5%,정상,2026-03-26 23:00:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,033.8mV",2mA,319.5mV,"3,572.1mV",16.8℃,5.5%,정상,2026-03-26 23:10:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,031.7mV",2mA,319.1mV,"3,572.0mV",16.9℃,5.4%,정상,2026-03-26 23:20:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,030.4mV",2mA,320.2mV,"3,571.9mV",17.1℃,5.4%,정상,2026-03-26 23:30:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,029.1mV",2mA,319.7mV,"3,571.9mV",17.2℃,5.4%,정상,2026-03-26 23:40:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,027.0mV",2mA,320.0mV,"3,571.8mV",17.3℃,5.5%,정상,2026-03-26 23:50:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,024.7mV",2mA,319.5mV,"3,571.8mV",17.5℃,5.5%,정상,2026-03-27 00:00:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,022.7mV",2mA,320.3mV,"3,571.8mV",17.5℃,5.4%,정상,2026-03-27 00:10:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,021.4mV",2mA,320.5mV,"3,571.7mV",17.7℃,5.6%,정상,2026-03-27 00:20:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,019.3mV",2mA,321.0mV,"3,571.7mV",17.7℃,5.5%,정상,2026-03-27 00:30:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,017.4mV",2mA,319.3mV,"3,571.6mV",17.8℃,5.5%,정상,2026-03-27 00:40:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,015.3mV",2mA,319.1mV,"3,571.6mV",17.9℃,5.5%,정상,2026-03-27 00:50:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,012.5mV",2mA,319.0mV,"3,571.5mV",18.0℃,5.6%,정상,2026-03-27 01:00:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,010.6mV",2mA,320.1mV,"3,571.4mV",18.0℃,5.5%,정상,2026-03-27 01:10:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,008.7mV",2mA,319.5mV,"3,571.4mV",18.0℃,5.5%,정상,2026-03-27 01:20:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,007.0mV",2mA,320.0mV,"3,571.3mV",18.0℃,5.5%,정상,2026-03-27 01:30:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,004.2mV",2mA,320.6mV,"3,571.3mV",18.2℃,5.4%,정상,2026-03-27 01:40:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,002.6mV",2mA,319.3mV,"3,571.2mV",18.1℃,5.4%,정상,2026-03-27 01:50:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-999.9mV,2mA,320.0mV,"3,571.2mV",18.0℃,5.4%,정상,2026-03-27 02:00:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-997.4mV,2mA,319.7mV,"3,571.2mV",18.0℃,5.5%,정상,2026-03-27 02:10:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-995.7mV,2mA,321.0mV,"3,571.1mV",18.1℃,5.5%,정상,2026-03-27 02:20:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-993.3mV,2mA,319.7mV,"3,571.1mV",18.1℃,5.5%,정상,2026-03-27 02:30:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-991.4mV,2mA,319.8mV,"3,571.0mV",18.0℃,5.5%,정상,2026-03-27 02:40:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-989.3mV,2mA,320.9mV,"3,570.9mV",18.0℃,5.5%,정상,2026-03-27 02:50:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-986.7mV,2mA,320.8mV,"3,570.9mV",18.0℃,5.4%,정상,2026-03-27 03:00:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-985.2mV,2mA,319.9mV,"3,570.8mV",18.0℃,5.6%,정상,2026-03-27 03:10:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-982.8mV,2mA,319.3mV,"3,570.8mV",17.9℃,5.5%,정상,2026-03-27 03:20:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-981.3mV,2mA,319.4mV,"3,570.8mV",17.6℃,5.6%,정상,2026-03-27 03:30:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-979.0mV,2mA,321.0mV,"3,570.7mV",17.6℃,5.5%,정상,2026-03-27 03:40:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-977.2mV,2mA,319.4mV,"3,570.7mV",17.5℃,5.6%,정상,2026-03-27 03:50:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-974.7mV,2mA,320.2mV,"3,570.6mV",17.3℃,5.6%,정상,2026-03-27 04:00:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-973.2mV,2mA,320.8mV,"3,570.6mV",17.3℃,5.6%,정상,2026-03-27 04:10:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-971.5mV,2mA,320.2mV,"3,570.5mV",17.3℃,5.4%,정상,2026-03-27 04:20:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-969.3mV,2mA,320.3mV,"3,570.4mV",17.0℃,5.5%,정상,2026-03-27 04:30:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-967.6mV,2mA,319.5mV,"3,570.4mV",16.9℃,5.4%,정상,2026-03-27 04:40:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-966.7mV,2mA,319.3mV,"3,570.3mV",16.9℃,5.4%,정상,2026-03-27 04:50:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-965.0mV,2mA,319.8mV,"3,570.3mV",16.6℃,5.6%,정상,2026-03-27 05:00:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-963.6mV,2mA,320.1mV,"3,570.2mV",16.5℃,5.4%,정상,2026-03-27 05:10:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-962.1mV,2mA,319.9mV,"3,570.2mV",16.2℃,5.5%,정상,2026-03-27 05:20:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-960.8mV,2mA,320.7mV,"3,570.2mV",16.2℃,5.4%,정상,2026-03-27 05:30:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-958.9mV,2mA,319.6mV,"3,570.1mV",16.0℃,5.5%,정상,2026-03-27 05:40:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-958.3mV,2mA,320.0mV,"3,570.1mV",15.8℃,5.4%,정상,2026-03-27 05:50:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-957.2mV,2mA,321.0mV,"3,570.0mV",15.7℃,5.6%,정상,2026-03-27 06:00:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-956.1mV,2mA,320.8mV,"3,569.9mV",15.3℃,5.4%,정상,2026-03-27 06:10:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-954.7mV,2mA,319.7mV,"3,569.9mV",15.1℃,5.4%,정상,2026-03-27 06:20:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-953.5mV,2mA,320.4mV,"3,569.8mV",15.0℃,5.4%,정상,2026-03-27 06:30:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-953.4mV,2mA,320.2mV,"3,569.8mV",14.7℃,5.6%,정상,2026-03-27 06:40:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-952.2mV,2mA,319.8mV,"3,569.8mV",14.7℃,5.5%,정상,2026-03-27 06:50:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-952.0mV,2mA,320.6mV,"3,569.7mV",14.3℃,5.4%,정상,2026-03-27 07:00:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-951.5mV,2mA,320.1mV,"3,569.7mV",14.2℃,5.5%,정상,2026-03-27 07:10:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-950.3mV,2mA,319.4mV,"3,569.6mV",14.0℃,5.6%,정상,2026-03-27 07:20:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-950.4mV,2mA,320.9mV,"3,569.6mV",13.7℃,5.5%,정상,2026-03-27 07:30:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-949.7mV,2mA,320.4mV,"3,569.5mV",13.6℃,5.6%,정상,2026-03-27 07:40:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-949.6mV,2mA,320.5mV,"3,569.4mV",13.2℃,5.5%,정상,2026-03-27 07:50:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-950.0mV,2mA,319.5mV,"3,569.4mV",13.0℃,5.4%,정상,2026-03-27 08:00:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-950.1mV,2mA,321.0mV,"3,569.3mV",12.9℃,5.4%,정상,2026-03-27 08:10:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-950.7mV,2mA,319.6mV,"3,569.3mV",12.6℃,5.5%,정상,2026-03-27 08:20:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-950.8mV,2mA,319.9mV,"3,569.2mV",12.5℃,5.6%,정상,2026-03-27 08:30:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-950.4mV,2mA,319.0mV,"3,569.2mV",12.3℃,5.5%,정상,2026-03-27 08:40:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-951.3mV,2mA,321.0mV,"3,569.2mV",12.0℃,5.5%,정상,2026-03-27 08:50:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-951.7mV,2mA,320.2mV,"3,569.1mV",11.7℃,5.6%,정상,2026-03-27 09:00:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-952.0mV,2mA,319.2mV,"3,569.1mV",11.5℃,5.6%,정상,2026-03-27 09:10:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-952.7mV,2mA,319.9mV,"3,569.0mV",11.4℃,5.5%,정상,2026-03-27 09:20:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-953.5mV,2mA,319.5mV,"3,568.9mV",11.1℃,5.6%,정상,2026-03-27 09:30:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-955.0mV,2mA,320.5mV,"3,568.9mV",11.0℃,5.6%,정상,2026-03-27 09:40:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-955.3mV,2mA,320.6mV,"3,568.8mV",10.7℃,5.4%,정상,2026-03-27 09:50:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-956.4mV,2mA,319.4mV,"3,568.8mV",10.6℃,5.5%,정상,2026-03-27 10:00:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-957.6mV,2mA,319.5mV,"3,568.8mV",10.5℃,5.6%,정상,2026-03-27 10:10:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-958.8mV,2mA,320.8mV,"3,568.7mV",10.3℃,5.5%,정상,2026-03-27 10:20:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-960.1mV,2mA,319.0mV,"3,568.7mV",10.0℃,5.4%,정상,2026-03-27 10:30:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-962.1mV,2mA,320.5mV,"3,568.6mV",9.9℃,5.6%,정상,2026-03-27 10:40:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-963.3mV,2mA,319.4mV,"3,568.6mV",9.7℃,5.5%,정상,2026-03-27 10:50:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-964.3mV,2mA,319.4mV,"3,568.5mV",9.6℃,5.5%,정상,2026-03-27 11:00:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-966.7mV,2mA,319.0mV,"3,568.4mV",9.4℃,5.5%,정상,2026-03-27 11:10:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-967.4mV,2mA,319.3mV,"3,568.4mV",9.4℃,5.5%,정상,2026-03-27 11:20:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-969.6mV,2mA,320.8mV,"3,568.3mV",9.1℃,5.5%,정상,2026-03-27 11:30:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-971.0mV,2mA,319.7mV,"3,568.3mV",9.1℃,5.4%,정상,2026-03-27 11:40:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-972.9mV,2mA,319.6mV,"3,568.2mV",8.8℃,5.5%,정상,2026-03-27 11:50:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-975.4mV,2mA,319.6mV,"3,568.2mV",8.7℃,5.4%,정상,2026-03-27 12:00:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-977.3mV,2mA,319.6mV,"3,568.2mV",8.6℃,5.5%,정상,2026-03-27 12:10:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-978.5mV,2mA,319.7mV,"3,568.1mV",8.6℃,5.4%,정상,2026-03-27 12:20:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-981.3mV,2mA,320.6mV,"3,568.1mV",8.4℃,5.6%,정상,2026-03-27 12:30:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-982.9mV,2mA,320.9mV,"3,568.0mV",8.4℃,5.5%,정상,2026-03-27 12:40:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-985.2mV,2mA,319.4mV,"3,567.9mV",8.4℃,5.5%,정상,2026-03-27 12:50:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-986.6mV,2mA,320.0mV,"3,567.9mV",8.3℃,5.5%,정상,2026-03-27 13:00:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-989.5mV,2mA,319.7mV,"3,567.8mV",8.2℃,5.6%,정상,2026-03-27 13:10:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-991.5mV,2mA,319.1mV,"3,567.8mV",8.2℃,5.5%,정상,2026-03-27 13:20:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-993.5mV,2mA,319.9mV,"3,567.8mV",8.1℃,5.6%,정상,2026-03-27 13:30:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-996.0mV,2mA,319.8mV,"3,567.7mV",8.1℃,5.5%,정상,2026-03-27 13:40:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-998.0mV,2mA,319.8mV,"3,567.7mV",8.0℃,5.5%,정상,2026-03-27 13:50:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,000.2mV",2mA,320.0mV,"3,567.6mV",8.0℃,5.5%,정상,2026-03-27 14:00:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,002.5mV",2mA,319.3mV,"3,567.6mV",8.1℃,5.5%,정상,2026-03-27 14:10:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,004.2mV",2mA,319.3mV,"3,567.5mV",8.1℃,5.4%,정상,2026-03-27 14:20:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,007.0mV",2mA,320.3mV,"3,567.4mV",8.1℃,5.5%,정상,2026-03-27 14:30:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,008.7mV",2mA,320.6mV,"3,567.4mV",8.2℃,5.6%,정상,2026-03-27 14:40:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,010.7mV",2mA,320.1mV,"3,567.3mV",8.2℃,5.5%,정상,2026-03-27 14:50:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,012.9mV",2mA,320.5mV,"3,567.3mV",8.2℃,5.4%,정상,2026-03-27 15:00:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,014.6mV",2mA,319.4mV,"3,567.2mV",8.4℃,5.4%,정상,2026-03-27 15:10:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,017.2mV",2mA,319.6mV,"3,567.2mV",8.4℃,5.5%,정상,2026-03-27 15:20:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,018.7mV",2mA,320.6mV,"3,567.2mV",8.5℃,5.5%,정상,2026-03-27 15:30:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,021.1mV",2mA,320.6mV,"3,567.1mV",8.5℃,5.5%,정상,2026-03-27 15:40:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,022.9mV",2mA,320.5mV,"3,567.1mV",8.7℃,5.5%,정상,2026-03-27 15:50:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,025.1mV",2mA,320.6mV,"3,567.0mV",8.9℃,5.5%,정상,2026-03-27 16:00:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,026.9mV",2mA,320.5mV,"3,566.9mV",8.8℃,5.5%,정상,2026-03-27 16:10:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,028.7mV",2mA,320.8mV,"3,566.9mV",9.0℃,5.5%,정상,2026-03-27 16:20:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,030.8mV",2mA,320.6mV,"3,566.8mV",9.0℃,5.4%,정상,2026-03-27 16:30:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,031.8mV",2mA,320.6mV,"3,566.8mV",9.2℃,5.5%,정상,2026-03-27 16:40:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,033.7mV",2mA,320.5mV,"3,566.8mV",9.4℃,5.6%,정상,2026-03-27 16:50:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,035.3mV",2mA,319.6mV,"3,566.7mV",9.5℃,5.5%,정상,2026-03-27 17:00:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,037.3mV",2mA,320.0mV,"3,566.7mV",9.7℃,5.5%,정상,2026-03-27 17:10:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,038.2mV",2mA,320.9mV,"3,566.6mV",9.9℃,5.4%,정상,2026-03-27 17:20:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,039.7mV",2mA,319.1mV,"3,566.6mV",10.1℃,5.4%,정상,2026-03-27 17:30:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,041.0mV",2mA,320.7mV,"3,566.5mV",10.2℃,5.5%,정상,2026-03-27 17:40:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,041.9mV",2mA,319.3mV,"3,566.4mV",10.5℃,5.5%,정상,2026-03-27 17:50:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,043.0mV",2mA,319.2mV,"3,566.4mV",10.6℃,5.5%,정상,2026-03-27 18:00:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,044.8mV",2mA,320.1mV,"3,566.3mV",10.8℃,5.4%,정상,2026-03-27 18:10:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,045.2mV",2mA,319.6mV,"3,566.3mV",11.0℃,5.4%,정상,2026-03-27 18:20:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,045.9mV",2mA,319.3mV,"3,566.2mV",11.2℃,5.6%,정상,2026-03-27 18:30:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,047.4mV",2mA,319.4mV,"3,566.2mV",11.3℃,5.5%,정상,2026-03-27 18:40:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,047.3mV",2mA,320.9mV,"3,566.2mV",11.6℃,5.4%,정상,2026-03-27 18:50:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,048.4mV",2mA,320.4mV,"3,566.1mV",11.9℃,5.5%,정상,2026-03-27 19:00:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,049.1mV",2mA,320.7mV,"3,566.1mV",12.1℃,5.5%,정상,2026-03-27 19:10:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,049.5mV",2mA,320.8mV,"3,566.0mV",12.2℃,5.5%,정상,2026-03-27 19:20:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,050.1mV",2mA,319.5mV,"3,565.9mV",12.4℃,5.5%,정상,2026-03-27 19:30:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,049.7mV",2mA,319.5mV,"3,565.9mV",12.7℃,5.5%,정상,2026-03-27 19:40:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,050.0mV",2mA,320.4mV,"3,565.8mV",13.0℃,5.6%,정상,2026-03-27 19:50:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,049.5mV",2mA,319.0mV,"3,565.8mV",13.0℃,5.5%,정상,2026-03-27 20:00:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,050.2mV",2mA,319.6mV,"3,565.8mV",13.4℃,5.4%,정상,2026-03-27 20:10:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,049.9mV",2mA,319.1mV,"3,565.7mV",13.5℃,5.4%,정상,2026-03-27 20:20:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,049.6mV",2mA,319.6mV,"3,565.7mV",13.7℃,5.6%,정상,2026-03-27 20:30:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,048.8mV",2mA,320.4mV,"3,565.6mV",14.1℃,5.5%,정상,2026-03-27 20:40:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,048.7mV",2mA,320.3mV,"3,565.6mV",14.1℃,5.5%,정상,2026-03-27 20:50:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,048.6mV",2mA,320.2mV,"3,565.5mV",14.5℃,5.4%,정상,2026-03-27 21:00:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,047.9mV",2mA,320.0mV,"3,565.4mV",14.5℃,5.5%,정상,2026-03-27 21:10:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,046.7mV",2mA,319.1mV,"3,565.4mV",14.8℃,5.4%,정상,2026-03-27 21:20:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,046.2mV",2mA,319.7mV,"3,565.3mV",15.0℃,5.4%,정상,2026-03-27 21:30:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,044.9mV",2mA,320.9mV,"3,565.3mV",15.1℃,5.5%,정상,2026-03-27 21:40:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,044.6mV",2mA,319.4mV,"3,565.2mV",15.3℃,5.5%,정상,2026-03-27 21:50:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,043.7mV",2mA,319.8mV,"3,565.2mV",15.7℃,5.6%,정상,2026-03-27 22:00:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,042.2mV",2mA,319.7mV,"3,565.2mV",15.7℃,5.5%,정상,2026-03-27 22:10:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,040.6mV",2mA,319.9mV,"3,565.1mV",15.9℃,5.5%,정상,2026-03-27 22:20:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,039.5mV",2mA,320.0mV,"3,565.1mV",16.2℃,5.6%,정상,2026-03-27 22:30:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,038.3mV",2mA,320.5mV,"3,565.0mV",16.4℃,5.5%,정상,2026-03-27 22:40:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,037.0mV",2mA,319.5mV,"3,564.9mV",16.4℃,5.5%,정상,2026-03-27 22:50:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,035.6mV",2mA,320.8mV,"3,564.9mV",16.6℃,5.5%,정상,2026-03-27 23:00:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,033.9mV",2mA,320.2mV,"3,564.8mV",16.8℃,5.4%,정상,2026-03-27 23:10:00
